Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011;Area
3074911;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;117,99327169937;41
3074912;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;117,99327169937;41
3074913;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;138,80101416294;41
3074913;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;11;1;41;138,80101416294;41
3074913;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;138,80101416294;41
3074914;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;139,985160994868;41
3074915;1;1;1;50;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;11;1;41;141,359223114963;41
3074915;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;141,359223114963;41
3074915;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;41;141,359223114963;41
3074915;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;141,359223114963;41
3074916;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;11;1;41;153,580739196102;41
3074916;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;11;1;41;153,580739196102;41
3074917;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;124,136089759447;41
3074917;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;124,136089759447;41
3074917;1;4;1;50;1; ; ;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ;11;1;41;124,136089759447;41
3074918;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;142,791523240714;41
3074918;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;142,791523240714;41
3074919;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;144,043789470127;41
3074919;1;2;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;11;1;41;144,043789470127;41
3074920;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;162,02802292321;41
3074920;1;2;1;50;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;11;1;41;162,02802292321;41
3074920;1;3;1;50;1; ; ;1;6;TRABJADOR  FAMILIAR  SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;11;1;41;162,02802292321;41
3074921;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074921;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074921;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074921;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074921;1;5;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074921;1;6;1;50;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;107,747649169858;41
3074922;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;108,110678781295;41
3074922;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;108,110678781295;41
3074923;1;1;1;50;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;41;154,017408722352;41
3074923;1;2;1;50;1; ; ;2;6;DESCANSO;2;2;2;2;1;7; ;2; ;2; ; ;11;1;41;154,017408722352;41
3074924;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;11;1;41;136,77708135574;41
3074925;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;169,229620705327;41
3074925;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;11;1;41;169,229620705327;41
3074926;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;126,272378241875;41
3074926;1;2;1;50;1; ; ;2;6;TRABAJADOR  FAMILIAR  SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;11;1;41;126,272378241875;41
3074926;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;126,272378241875;41
3074926;1;5;1;50;1; ; ;5;6;TRABAJADOR  FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;11;1;41;126,272378241875;41
3074926;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;126,272378241875;41
3074927;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;41;105,444432701993;41
3074927;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;11;1;41;105,444432701993;41
3074927;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;41;105,444432701993;41
3074928;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;17;229,066270567988;17
3074929;1;1;1;50;1; ; ;1;6;EN INTERNET;2;2;2;2;1;7; ;2; ;2; ; ;11;1;17;126,534343885556;17
3074929;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;11;1;17;126,534343885556;17
3074930;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;185,019008304178;17
3074930;1;2;1;50;1; ; ;2;6;ACTIVIDADES RELIGIOSAS;2;2;2;2;1;7; ;2; ;2; ; ;11;1;17;185,019008304178;17
3074930;1;3;1;50;1;2; ;3;6;DORMIR;2;2;2;1; ; ; ; ; ; ; ;1;11;1;17;185,019008304178;17
3074930;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;17;185,019008304178;17
3074931;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;173,989383650872;17
3074931;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;173,989383650872;17
3074931;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;17;173,989383650872;17
3074932;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;208,45523656401;17
3074932;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;17;208,45523656401;17
3074933;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;11;1;17;104,361146219758;17
3074933;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;104,361146219758;17
3074933;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;104,361146219758;17
3074933;1;4;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;104,361146219758;17
3074935;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;170,766790857966;17
3074935;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;13;ESTA RECIEN LLEGADA A LA CIUDAD; ; ; ; ; ;11;1;17;170,766790857966;17
3074936;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;172,827443401891;17
3074936;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;17;172,827443401891;17
3074937;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;17;206,863813758786;17
