Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3601648;1;1;1;10;1;1;1;1;1937;77;1;2;1; ; ;1;2;74000;2;1;2; ;3;5; ;2;5;11;63;379,113158537457
3601648;1;2;1;10;2;2;1;2;1946;68;2;2;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;11;63;379,113158537457
3601648;1;3;1;10;4;1;1;6;1974;40;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;11;63;379,113158537457
3601648;1;4;1;10;4;1;1;12;2005;8;4; ;1; ; ;1;5; ;2;2;1;1;3;1; ;2;1;11;63;379,113158537457
3601653;1;1;1;10;1;1;1;6;1961;53;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;633,708914931246
3601653;1;2;1;10;2;2;1;8;1967;47;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;633,708914931246
3601653;1;3;1;10;3;2;1;10;2003;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;63;633,708914931246
3601653;1;4;1;10;4;1;1;9;2005;9;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;11;63;633,708914931246
3601653;1;5;1;10;2;1;1;6;2010;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;633,708914931246
3601654;1;1;1;10;1;1;1;8;1977;37;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;63;679,466849365443
3601654;1;2;1;10;2;2;1;1;1980;34;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;679,466849365443
3601654;1;3;1;10;3;2;1;8;2003;11;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;679,466849365443
3601654;1;4;1;10;4;2;1;1;2007;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;11;63;679,466849365443
3601655;1;1;1;10;1;1;1;4;1954;60;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;11;63;266,123111421071
3601655;1;2;1;10;2;2;1;4;1959;55;6;5;1; ; ;1;2;74000;2;1;2; ;4;8; ;2;8;11;63;266,123111421071
3601655;1;3;1;10;3;1;1;1;1953;61;8;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;63;266,123111421071
3601656;1;1;1;10;1;2;1;9;1968;46;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;63;644,383951957948
3601656;1;2;1;10;2;2;1;2;1998;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;11;63;644,383951957948
3601656;1;3;1;10;3;1;1;3;2001;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;11;63;644,383951957948
3601656;1;4;1;10;1;1;1;5;2010;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;644,383951957948
3601657;1;1;1;10;1;1;1;11;1957;57;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;620,615044068403
