Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3818264;1;1;1;10;1;1;1;11;2000;14;1;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;09;18;334,09281905318
3818264;1;2;1;10;2;1;1;5;2002;13;5;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;09;18;334,09281905318
3818265;1;1;1;10;1;2;1;6;1979;36;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;09;18;458,411468365128
3818265;1;2;1;10;2;1;1;5;1977;38;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;09;18;458,411468365128
3818265;1;3;1;10;3;1;1;4;1995;20;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;09;18;458,411468365128
3818265;1;4;1;10;4;1;1;3;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;09;18;458,411468365128
3818265;1;5;1;10;5;2;1;10;2004;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;09;18;458,411468365128
3818265;1;6;1;10;1;2;1;4;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;09;18;458,411468365128
3818266;1;1;1;10;1;1;1;5;1958;57;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;09;18;246,458979283756
3818267;1;1;1;10;1;1;1;9;1987;27;1;2;2;1;6; ; ; ;2;1;2; ;3;5; ;2;5;09;18;320,935989289085
3818267;1;2;1;10;2;2;1;11;1983;31;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;09;18;320,935989289085
3818267;1;3;1;10;3;1;1;8;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;09;18;320,935989289085
3818267;1;4;1;10;2;1;1;7;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;09;18;320,935989289085
3818268;1;1;1;10;1;1;1;5;1980;35;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;09;18;587,753038670763
3818268;1;2;1;10;2;2;1;4;1991;24;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;18;587,753038670763
3818268;1;3;1;10;2;2;1;5;2010;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;09;18;587,753038670763
3818268;1;4;1;10;2;2;1;11;2013;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;09;18;587,753038670763
3818269;1;1;1;10;1;1;1;12;1984;30;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;09;18;587,753038670763
3818269;1;2;1;10;2;2;1;3;1991;24;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;09;18;587,753038670763
3818269;1;3;1;10;1;2;1;2;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;09;18;587,753038670763
3818269;1;4;1;10;1;2;1;2;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;09;18;587,753038670763
3818270;1;1;1;10;1;1;1;3;1958;57;1;3;2;1;12; ; ; ;1;1;2; ;3;5; ;2;5;09;18;209,91503499226
3818270;1;2;1;10;1;2;1;2;1958;57;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;18;209,91503499226
3818271;1;1;1;10;1;1;1;2;1960;55;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;18;443,025854965752
3818271;1;2;1;10;2;2;1;3;1960;55;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;09;18;443,025854965752
3818271;1;3;1;10;3;1;1;3;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;09;18;443,025854965752
3818271;1;4;1;10;4;2;1;3;1991;24;3;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;09;18;443,025854965752
3818271;1;5;1;10;5;1;1;8;1991;24;5;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;18;443,025854965752
3818271;1;6;1;10;4;2;1;1;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;09;18;443,025854965752
3818831;1;1;1;10;1;1;1;8;1987;28;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;63;1333,63595920146
3818831;1;2;1;10;2;2;1;1;1990;25;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;09;63;1333,63595920146
3818832;1;1;1;10;1;1;1;3;1986;29;1;2;1; ; ;1;1;26000;2;1;2; ;3;5; ;2;5;09;63;2106,72426101016
3818832;1;2;1;10;2;2;1;10;1994;20;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;09;63;2106,72426101016
3818832;1;3;1;10;2;1;1;12;2007;7;3; ;1; ; ;1;5; ;2;1;1;1;3;0; ;2;0;09;63;2106,72426101016
3818832;1;4;1;10;2;1;1;12;2012;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;09;63;2106,72426101016
3818832;1;5;1;10;2;1;1;5;2015;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;09;63;2106,72426101016
3818832;1;6;1;10;6;1;1;11;1955;59;8;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;09;63;2106,72426101016
3818832;1;7;1;10;7;1;1;11;1959;55;8;4;2;1;2; ; ; ;2;1;2; ;3;5; ;2;5;09;63;2106,72426101016
3818833;1;1;1;10;1;1;1;8;1961;54;1;2;2;1;60; ; ; ;2;1;2; ;3;2; ;2;2;09;63;1532,1277721492
3818833;1;2;1;10;2;2;1;3;1960;55;2;2;2;1;192; ; ; ;2;1;2; ;4;9; ;2;9;09;63;1532,1277721492
3818848;1;1;1;10;1;1;1;2;1987;28;1;3;1; ; ;1;4; ;2;1;2; ;3;5; ;2;5;09;63;1359,13326972062
3818848;1;2;1;10;2;2;1;4;1987;28;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;09;63;1359,13326972062
3818848;1;3;1;10;3;2;1;1;2004;11;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;2;4;09;63;1359,13326972062
3818848;1;4;1;10;2;1;1;4;2007;8;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;2;1;09;63;1359,13326972062
3818849;1;1;1;10;1;1;1;9;1978;37;1;2;1; ; ;1;4; ;2;1;2; ;3;4; ;2;4;09;63;2603,35900369573
3818849;1;2;1;10;2;2;1;9;1978;37;2;2;1; ; ;1;5; ;2;1;2; ;4;6; ;2;6;09;63;2603,35900369573
3818849;1;3;1;10;3;2;1;7;1998;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;09;63;2603,35900369573
3818849;1;4;1;10;4;1;1;1;2001;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;2;7;09;63;2603,35900369573
3818849;1;5;1;10;2;2;1;11;2013;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;09;63;2603,35900369573
3818849;1;6;1;10;6;1;1;2;1969;46;9;6;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;09;63;2603,35900369573
3818850;1;1;1;10;1;1;1;9;1986;28;1;2;1; ; ;1;4; ;2;1;2; ;5;11;2;2;11;09;63;3369,59381175736
3818850;1;2;1;10;2;2;1;3;1986;29;2;2;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;09;63;3369,59381175736
3818850;1;3;1;10;3;2;1;3;2003;12;3;6;2;1;24; ; ; ;2;1;1;1;3;4; ;2;4;09;63;3369,59381175736
3818850;1;4;1;10;2;1;1;10;2009;5;3; ;1; ; ;2;5; ;2;2;1;1;2;0; ;2;0;09;63;3369,59381175736
3818850;1;5;1;10;2;1;1;6;2014;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;09;63;3369,59381175736
