DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;MES;DPTO;fex_c_2011
2493244;1;3;1;10;3;2;1;5;1981;29;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;754,654306794863
2493246;1;1;1;10;1;1;1;2;1968;42;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1316,80100963612
2493246;1;2;1;10;2;2;1;12;1979;30;2;1;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;1316,80100963612
2493246;1;3;1;10;1;1;1;8;1996;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;08;66;1316,80100963612
2493246;1;4;1;10;1;1;1;7;1999;11;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;08;66;1316,80100963612
2493246;1;5;1;10;1;1;1;2;2003;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;08;66;1316,80100963612
2493247;1;1;1;10;1;2;1;3;1957;53;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;08;66;1400,77750904932
2493247;1;2;1;10;2;1;1;7;1990;20;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;1400,77750904932
2493247;1;3;1;10;3;1;1;1;1993;17;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1400,77750904932
2493247;1;4;1;10;1;1;1;3;1999;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;08;66;1400,77750904932
2493248;1;1;1;10;1;1;1;7;1982;28;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;08;66;1363,48290781904
2493248;1;2;1;10;2;2;1;4;1993;17;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;08;66;1363,48290781904
2493248;1;3;1;10;2;2;1;5;2009;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;08;66;1363,48290781904
2493249;1;1;1;10;1;1;1;8;1981;29;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1088,07933825728
2493249;1;2;1;10;2;2;1;9;1979;30;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1088,07933825728
2493249;1;3;1;10;2;1;1;9;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;08;66;1088,07933825728
2493249;1;4;1;10;2;2;1;10;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;1088,07933825728
2493249;1;5;1;10;2;1;1;4;2002;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;08;66;1088,07933825728
2493250;1;1;1;10;1;2;1;7;1951;59;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;08;66;1232,65530052246
2493250;1;2;1;10;2;1;1;10;1970;39;3;6;1; ; ;1;1;20600;2;1;2; ;3;3; ;2;3;08;66;1232,65530052246
2493251;1;1;1;10;1;1;1;4;1970;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1166,37865748253
2493251;1;2;1;10;2;2;1;7;1974;36;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1166,37865748253
2493251;1;3;1;10;2;2;1;11;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;08;66;1166,37865748253
2493251;1;4;1;10;2;1;1;11;1999;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;1166,37865748253
2493252;1;1;1;10;1;1;1;9;1985;24;1;2;1; ; ;1;3;64400;2;1;2; ;3;5; ;2;5;08;66;1587,91158982865
2493252;1;2;1;10;2;2;1;12;1986;23;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;08;66;1587,91158982865
2493252;1;3;1;10;2;1;1;1;2008;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;08;66;1587,91158982865
2493253;1;1;1;10;1;2;1;10;1930;79;1;5;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;1232,65530052246
2493253;1;2;1;10;2;1;1;9;1962;47;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1232,65530052246
2493256;1;1;1;10;1;1;1;4;1978;32;1;3;1; ; ;1;1;25200;2;1;2; ;5;11;2;2;11;08;66;939,578646509274
2493256;1;2;1;10;2;2;1;10;1983;26;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;08;66;939,578646509274
2493256;1;3;1;10;2;2;1;3;2000;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;2;4;08;66;939,578646509274
2493257;1;1;1;10;1;2;1;11;1962;47;1;4;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;08;66;1088,97708620671
2493257;1;2;1;10;2;2;1;5;1986;24;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;1088,97708620671
2493257;1;3;1;10;1;2;1;4;2005;5;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;1088,97708620671
2493257;1;4;1;10;1;2;1;1;2010;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;08;66;1088,97708620671
2493257;1;5;1;10;1;1;1;10;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;08;66;1088,97708620671
2493259;1;1;1;10;1;1;1;8;1978;31;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;1164,45699707694
2493259;1;2;1;10;2;2;1;1;1982;28;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;1164,45699707694
2493259;1;3;1;10;2;1;1;9;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;1164,45699707694
2493259;1;4;1;10;2;2;1;11;1999;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;08;66;1164,45699707694
2493259;1;5;1;10;2;2;1;7;2004;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;08;66;1164,45699707694
2493260;1;1;1;10;1;1;1;6;1975;35;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;790,092405783031
2493260;1;2;1;10;2;2;1;11;1976;33;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;790,092405783031
2493260;1;3;1;10;2;2;1;12;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;790,092405783031
2493260;1;4;1;10;2;2;1;3;2004;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;08;66;790,092405783031
2493261;1;1;1;10;1;1;1;6;1954;56;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;08;66;1180,48022851021
2493261;1;2;1;10;2;2;1;10;1951;58;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;08;66;1180,48022851021
2493262;1;1;1;10;1;2;1;5;1978;32;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;718,455815723981
2493262;1;2;1;10;1;2;1;5;2001;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;718,455815723981
2493263;1;1;1;10;1;2;1;10;1970;39;1;4;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;08;66;1546,42042896439
2493263;1;2;1;10;2;2;1;5;1987;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;08;66;1546,42042896439
2493263;1;3;1;10;1;1;1;2;1992;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;08;66;1546,42042896439
2493263;1;4;1;10;1;1;1;4;1994;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;08;66;1546,42042896439
2493263;1;5;1;10;1;1;1;11;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;08;66;1546,42042896439
2493264;1;1;1;10;1;1;1;10;1971;38;1;6;2;1;10; ; ; ;2;1;2; ;3;3; ;2;3;08;66;1254,03847897485
2493264;1;2;1;10;2;1;1;10;1939;70;5;3;2;1;10; ; ; ;2;1;2; ;3;1; ;2;1;08;66;1254,03847897485
2493264;1;3;1;10;3;2;1;3;1939;71;5;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;08;66;1254,03847897485
2493266;1;1;1;10;1;1;1;8;1986;23;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;08;66;1518,64632873324
2493266;1;2;1;10;2;2;1;1;1990;20;2;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;08;66;1518,64632873324
2493268;1;1;1;10;1;1;1;4;1956;54;1;2;1; ; ;1;2;64375;2;1;2; ;3;2; ;2;2;08;66;1020,73573756746
2493268;1;2;1;10;2;2;1;7;1973;37;2;2;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;08;66;1020,73573756746
2493268;1;3;1;10;2;1;1;6;2000;10;3;6;1; ; ;1;5; ;2;1;1;1;3;1; ;2;1;08;66;1020,73573756746
2493269;1;1;1;10;1;1;1;10;1950;59;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1180,48022851021
2493269;1;2;1;10;2;2;1;11;1947;62;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;08;66;1180,48022851021
2493270;1;1;1;10;1;1;1;9;1987;22;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;08;66;1516,72466832765
2493270;1;2;1;10;2;2;1;5;1991;19;2;1;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;08;66;1516,72466832765
2493270;1;3;1;10;2;2;1;4;2006;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;1516,72466832765
2493271;1;1;1;10;1;1;1;6;1935;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;08;66;897,47781835491
2493271;1;2;1;10;2;2;1;7;1934;76;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;897,47781835491
2493271;1;3;1;10;3;2;1;12;1959;50;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;897,47781835491
2493271;1;4;1;10;4;1;1;8;1984;26;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;897,47781835491
2493271;1;5;1;10;3;1;1;9;2000;9;4; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;08;66;897,47781835491
2493272;1;1;1;10;1;1;1;8;1936;73;1;3;1; ; ;1;3;64400;2;1;2; ;3;3; ;2;3;08;66;1254,03847897485
2493272;1;2;1;10;2;2;1;1;1945;65;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;2;16;08;66;1254,03847897485
2493272;1;3;1;10;3;1;1;10;1965;44;3;4;1; ; ;1;1;34000;2;1;2; ;5;11;2;2;11;08;66;1254,03847897485
2493273;1;1;1;10;1;1;1;12;1940;69;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;08;66;741,760654581958
2493273;1;2;1;10;2;2;1;9;1959;50;2;3;1; ; ;1;3;64400;2;1;2; ;3;2; ;2;2;08;66;741,760654581958
2493274;1;1;1;10;1;1;1;4;1955;55;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1552,92315939853
2493274;1;2;1;10;2;2;1;12;1952;57;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;08;66;1552,92315939853
2493274;1;3;1;10;2;1;1;2;1995;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;08;66;1552,92315939853
2493274;1;4;1;10;2;2;1;4;1999;11;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;08;66;1552,92315939853
2493276;1;1;1;10;1;1;1;1;1961;49;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;66;863,200987689616
2493276;1;2;1;10;2;2;1;9;1962;47;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;863,200987689616
2493276;1;3;1;10;2;1;1;4;2005;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;863,200987689616
2493278;1;1;1;10;1;1;1;5;1950;60;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;741,760654581958
2493278;1;2;1;10;2;2;1;12;1958;51;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;741,760654581958
2493279;1;1;1;10;1;1;1;3;1963;47;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;08;66;967,352746740428
2493279;1;2;1;10;2;2;1;2;1978;32;2;2;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;08;66;967,352746740428
2493279;1;3;1;10;3;2;1;4;1992;18;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;08;66;967,352746740428
2493279;1;4;1;10;4;1;1;3;1994;16;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;08;66;967,352746740428
2493279;1;5;1;10;2;1;1;7;1997;13;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;08;66;967,352746740428
2493279;1;6;1;10;6;2;1;6;1960;50;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;08;66;967,352746740428
2493280;1;1;1;10;1;1;1;5;1975;35;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;08;66;1438,96281868926
2493280;1;2;1;10;2;2;1;5;1990;20;2;1;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;08;66;1438,96281868926
2493280;1;3;1;10;3;1;1;8;1958;51;5;4;1; ; ;1;1;20600;2;1;2; ;3;2; ;2;2;08;66;1438,96281868926
2493281;1;1;1;10;1;2;1;3;1950;60;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1159,09705005782
2493282;1;1;1;10;1;2;1;3;1977;33;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;08;66;945,255826697233
2493282;1;2;1;10;1;1;1;5;1998;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;2;5;08;66;945,255826697233
2493282;1;3;1;10;1;2;1;6;2003;7;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;2;0;08;66;945,255826697233
2493283;1;1;1;10;1;1;1;3;1983;27;1;2;1; ; ;1;1;20600;2;1;2; ;5;11;2;2;11;08;66;1162,53533667135
2493283;1;2;1;10;2;2;1;12;1979;30;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;08;66;1162,53533667135
