Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3450662;1;2;1;10;2;2;1;11;1971;42;2;3;1; ; ;1;1;125000;2;1;2; ;6;6;5;2;17;04;13;2298,96527925858
3450662;1;3;1;10;3;1;1;2;1998;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;04;13;2298,96527925858
3450662;1;4;1;10;4;1;1;5;1999;14;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;2;9;04;13;2298,96527925858
3450662;1;5;1;10;2;1;1;8;2008;5;3; ;1; ; ;1;5; ;2;1;1;2;3;1; ;2;1;04;13;2298,96527925858
3450663;1;1;1;10;1;1;1;12;1961;52;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2969,19324794065
3450663;1;2;1;10;2;2;1;7;1960;53;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2969,19324794065
3450663;1;3;1;10;3;1;1;2;2001;13;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;04;13;2969,19324794065
3450663;1;4;1;10;1;1;1;3;2006;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;04;13;2969,19324794065
3450663;1;5;1;10;5;1;1;4;1972;42;5;6;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;04;13;2969,19324794065
3450665;1;1;1;10;1;1;1;6;1953;60;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2181,56144442157
3450665;1;2;1;10;2;2;1;7;1975;38;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;04;13;2181,56144442157
3450665;1;3;1;10;3;1;1;8;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;04;13;2181,56144442157
3450665;1;4;1;10;2;2;1;11;2005;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;13;2181,56144442157
3450666;1;1;1;10;1;2;1;10;1982;31;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2424,75344504625
3450666;1;2;1;10;2;1;1;4;1973;41;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2424,75344504625
3450666;1;3;1;10;1;2;1;5;2006;7;3; ;2;1;16; ; ; ;2;1;1;1;3;0; ;2;0;04;13;2424,75344504625
3450666;1;4;1;10;1;1;1;6;2011;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;2424,75344504625
3450666;1;5;1;10;1;2;1;6;2012;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;2424,75344504625
3450699;1;1;1;10;1;1;1;1;1956;58;1;5;1; ; ;1;1;208000;2;1;2; ;6;6;5;2;17;04;13;1844,19491751759
3450699;1;2;1;10;2;2;1;2;1998;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;04;13;1844,19491751759
3450700;1;1;1;10;1;2;1;9;1969;44;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1542,7883596609
3450700;1;2;1;10;2;1;1;3;1995;19;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;04;13;1542,7883596609
3450700;1;3;1;10;1;1;1;1;2007;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;04;13;1542,7883596609
3450701;1;1;1;10;1;1;1;12;1954;59;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;2268,02230509066
3450701;1;2;1;10;2;2;1;11;1956;57;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;04;13;2268,02230509066
3450701;1;3;1;10;3;1;1;7;1956;57;5;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;2268,02230509066
3450702;1;1;1;10;1;2;1;5;1984;29;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1362,32765094525
3450702;1;2;1;10;2;1;1;9;1979;34;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1362,32765094525
3450702;1;3;1;10;1;1;1;6;2004;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;04;13;1362,32765094525
3450702;1;4;1;10;1;1;1;7;2009;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;04;13;1362,32765094525
3450702;1;5;1;10;5;1;1;1;1982;32;5;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;1362,32765094525
3450702;1;6;1;10;1;1;1;10;2005;8;5; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;04;13;1362,32765094525
3450702;1;7;1;10;1;1;1;9;2007;6;5; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;04;13;1362,32765094525
3450703;1;1;1;10;1;1;1;8;1974;39;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2611,58056593865
3450703;1;2;1;10;2;2;1;11;1978;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2611,58056593865
3450703;1;3;1;10;3;2;1;10;2001;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;04;13;2611,58056593865
3450703;1;4;1;10;2;2;1;7;2006;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;04;13;2611,58056593865
3450704;1;1;1;10;1;2;1;10;1957;56;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;04;13;1896,36977639614
3450704;1;2;1;10;2;2;1;6;1976;37;3;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;04;13;1896,36977639614
3450704;1;3;1;10;3;1;1;4;1992;22;4;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;04;13;1896,36977639614
3450704;1;4;1;10;4;2;1;4;1998;16;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1896,36977639614
3450704;1;5;1;10;2;2;1;1;2006;8;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;04;13;1896,36977639614
3450704;1;6;1;10;2;2;1;4;2001;13;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;04;13;1896,36977639614
3450706;1;1;1;10;1;1;1;9;1980;33;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;2803,48596956599
3450706;1;2;1;10;2;2;1;12;1983;30;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;04;13;2803,48596956599
3450706;1;3;1;10;3;2;1;12;2002;11;3;6;2;1;36; ; ; ;2;1;1;1;3;4; ;2;4;04;13;2803,48596956599
3450706;1;4;1;10;2;2;1;6;2005;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;13;2803,48596956599
3450706;1;5;1;10;2;1;1;8;2008;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;04;13;2803,48596956599
3450706;1;6;1;10;6;1;1;5;1982;31;5;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;04;13;2803,48596956599
3450708;1;1;1;10;1;2;1;11;1955;58;1;4;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;04;13;2244,80733329765
3450726;1;1;1;10;1;1;1;11;1954;59;1;2;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;04;13;2072,79627878609
3450741;1;1;1;10;1;1;1;3;1957;57;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1890,06600025924
3450741;1;2;1;10;2;2;1;9;1962;51;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1890,06600025924
3450741;1;3;1;10;2;1;1;11;1995;18;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;04;13;1890,06600025924
3450741;1;4;1;10;1;1;1;1;1998;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;04;13;1890,06600025924
3450741;1;5;1;10;5;2;1;11;2000;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;04;13;1890,06600025924
3450742;1;1;1;10;1;1;1;12;1978;35;1;2;1; ; ;1;3;73000;1;1;2; ;5;11;2;2;11;04;13;2318,88488669461
3450742;1;2;1;10;2;2;1;4;1983;31;2;2;1; ; ;1;5; ;1;1;2; ;6;4;2;2;15;04;13;2318,88488669461
3450742;1;3;1;10;1;1;1;11;2007;6;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;2;0;04;13;2318,88488669461
3450742;1;4;1;10;1;2;1;4;2012;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;04;13;2318,88488669461
3450743;1;1;1;10;1;2;1;11;1947;66;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2208,11137565649
3450743;1;2;1;10;1;1;1;11;1968;45;3;6;2;1;4; ; ; ;2;2;2; ;1;0; ;2;0;04;13;2208,11137565649
3450743;1;3;1;10;3;2;1;8;2001;12;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;04;13;2208,11137565649
3450743;1;4;1;10;1;1;1;4;2007;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;04;13;2208,11137565649
3450744;1;1;1;10;1;1;1;8;1967;46;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;2591,66095850261
3450744;1;2;1;10;2;2;1;3;1966;48;2;2;1; ; ;1;1;27000;2;1;2; ;6;2;3;2;13;04;13;2591,66095850261
3450744;1;3;1;10;3;1;1;8;1991;22;3;6;1; ; ;3; ; ;2;1;2; ;6;3;3;2;14;04;13;2591,66095850261
3450744;1;4;1;10;4;1;1;11;1994;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;2591,66095850261
3450744;1;5;1;10;1;2;1;5;1996;17;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;04;13;2591,66095850261
3450745;1;1;1;10;1;1;1;2;1953;61;1;3;1; ; ;1;3;79000;2;1;2; ;3;5; ;2;5;04;13;2256,41481919416
3450745;1;2;1;10;2;2;1;11;1955;58;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;04;13;2256,41481919416
3450747;1;1;1;10;1;2;1;9;1974;39;1;4;1; ; ;1;1;40000;2;1;2; ;5;11;2;2;11;04;13;1499,8138842031
3450747;1;2;1;10;1;1;1;6;2005;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;2;2;04;13;1499,8138842031
3450748;1;1;1;10;1;1;1;10;1938;75;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2072,79627878609
3450749;1;1;1;10;1;2;1;10;1949;64;1;3;1; ; ;1;1;24500;2;1;2; ;5;10;1;2;10;04;13;2256,41481919416
3450749;1;2;1;10;2;1;1;12;1942;71;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;04;13;2256,41481919416
3450750;1;1;1;10;1;2;1;10;1951;62;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;1497,80553880047
3450750;1;2;1;10;2;2;1;8;1989;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1497,80553880047
3450750;1;3;1;10;3;2;1;12;1974;39;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1497,80553880047
3450750;1;4;1;10;4;1;1;6;1996;17;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1497,80553880047
3450750;1;5;1;10;3;1;1;8;2006;7;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;13;1497,80553880047
3450751;1;1;1;10;1;1;1;2;1947;67;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1886,94531413502
3450751;1;2;1;10;3;2;1;1;1955;59;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1886,94531413502
3450751;1;3;1;10;3;2;1;1;1976;38;3;4;1; ; ;3; ; ;2;1;2; ;6;5;3;2;16;04;13;1886,94531413502
3450751;1;4;1;10;3;1;1;1;2008;6;4; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;04;13;1886,94531413502
3450751;1;5;1;10;3;1;1;10;2011;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;1886,94531413502
3450751;1;6;1;10;6;1;1;1;1979;35;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1886,94531413502
3450752;1;1;1;10;1;1;1;5;1953;60;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2072,79627878609
3450753;1;1;1;10;1;1;1;9;1947;66;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;1325,79448428891
3450753;1;2;1;10;2;2;1;12;1966;47;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1325,79448428891
3450753;1;3;1;10;2;2;1;3;2000;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;04;13;1325,79448428891
3450753;1;4;1;10;4;1;1;9;1991;22;3;4;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;04;13;1325,79448428891
3450753;1;5;1;10;2;1;1;9;2010;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;1325,79448428891
3450754;1;1;1;10;1;2;1;2;1965;49;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1085,5856371239
3450754;1;2;1;10;2;2;1;12;1992;21;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1085,5856371239
3450754;1;3;1;10;2;1;1;11;2011;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;1085,5856371239
3450754;1;4;1;10;2;2;1;5;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;04;13;1085,5856371239
3450754;1;5;1;10;2;1;1;1;2001;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;04;13;1085,5856371239
3450755;1;1;1;10;1;1;1;1;1964;50;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;2806,38257684984
3450755;1;2;1;10;2;2;1;5;1970;43;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;2806,38257684984
3450755;1;3;1;10;3;2;1;4;1990;24;3;1;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;04;13;2806,38257684984
3450755;1;4;1;10;4;1;1;6;1986;27;5;1;1; ; ;3; ; ;2;1;2; ;6;1;3;2;12;04;13;2806,38257684984
3450755;1;5;1;10;5;1;1;11;1991;22;3;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;04;13;2806,38257684984
3450755;1;6;1;10;6;2;1;3;1986;28;5;2;1; ; ;3; ; ;2;1;2; ;6;1;2;2;12;04;13;2806,38257684984
3450755;1;7;1;10;6;2;1;9;2012;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;2806,38257684984
3450755;1;8;1;10;2;1;1;12;2008;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;04;13;2806,38257684984
3450756;1;1;1;10;1;1;1;2;1985;29;1;2;2;1;12; ; ; ;2;1;2; ;3;5; ;2;5;04;13;1030,59439644479
3450756;1;2;1;10;2;2;1;7;1988;25;2;2;2;1;12; ; ; ;2;1;2; ;4;8; ;2;8;04;13;1030,59439644479
3450756;1;3;1;10;2;1;1;3;2005;9;3; ;2;1;12; ; ; ;2;1;1;1;3;2; ;2;2;04;13;1030,59439644479
3450756;1;4;1;10;2;1;1;5;2007;6;3; ;2;1;12; ; ; ;2;1;1;1;3;0; ;2;0;04;13;1030,59439644479
3450756;1;5;1;10;2;1;1;1;2009;5;3; ;2;1;12; ; ; ;2;2;1;1;2;0; ;2;0;04;13;1030,59439644479
3450756;1;6;1;10;2;1;1;4;2011;3;3; ;2;1;12; ; ; ;2;2;2; ;1;0; ;2;0;04;13;1030,59439644479
3450757;1;1;1;10;1;1;1;9;1968;45;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1697,90991128697
3450757;1;2;1;10;2;2;1;12;1969;44;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;1697,90991128697
3450757;1;3;1;10;3;1;1;5;1994;19;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;1697,90991128697
3450757;1;4;1;10;4;2;1;10;1997;16;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;04;13;1697,90991128697
3450757;1;5;1;10;2;1;1;1;2000;14;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;04;13;1697,90991128697
3450757;1;6;1;10;2;1;1;5;2002;11;3;6;1; ; ;3; ; ;2;2;1;1;3;2; ;2;2;04;13;1697,90991128697
3450757;1;7;1;10;2;2;1;9;2005;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;13;1697,90991128697
3450757;1;8;1;10;2;1;1;6;2008;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;04;13;1697,90991128697
3450757;1;9;1;10;2;1;1;10;2010;3;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;04;13;1697,90991128697
3450759;1;1;1;10;1;1;1;12;1967;46;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;04;13;2734,31336885551
3450759;1;2;1;10;2;2;1;9;1981;32;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2734,31336885551
3450770;1;1;1;10;1;1;1;5;1970;43;1;2;1; ; ;1;4; ;2;2;2; ;3;2; ;2;2;04;13;3015,22308626926
3450770;1;2;1;10;2;2;1;10;1981;32;2;2;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;04;13;3015,22308626926
3450770;1;3;1;10;2;2;1;1;2010;4;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;04;13;3015,22308626926
3450770;1;4;1;10;2;2;1;8;2012;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;04;13;3015,22308626926
3450770;1;5;1;10;5;2;1;10;2005;8;5; ;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;04;13;3015,22308626926
3450770;2;1;2;10;1;1;1;8;1983;30;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;3015,22308626926
3450770;2;2;2;10;2;2;1;11;1995;18;2;1;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;04;13;3015,22308626926
3450770;2;3;2;10;2;1;1;2;2013;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;3015,22308626926
3450785;1;1;1;10;1;1;1;2;1952;62;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;04;13;1618,49016353294
3450785;1;2;1;10;2;2;1;11;1964;49;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1618,49016353294
3450785;1;3;1;10;3;2;1;7;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;04;13;1618,49016353294
3450785;1;4;1;10;4;1;1;10;1991;22;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1618,49016353294
3450785;1;5;1;10;5;2;1;10;1991;22;5;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;04;13;1618,49016353294
3450786;1;1;1;10;1;1;1;2;1983;31;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;04;13;1691,71928783044
3450786;1;2;1;10;2;2;1;9;1986;27;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1691,71928783044
3450786;1;3;1;10;2;1;1;6;2009;4;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;04;13;1691,71928783044
3450786;1;4;1;10;2;1;1;5;2012;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;13;1691,71928783044
3450787;1;1;1;10;1;1;1;3;1970;44;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2277,11064631851
3450787;1;2;1;10;2;2;1;1;1973;41;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;2277,11064631851
3450787;1;3;1;10;3;2;1;4;1996;18;3;6;1; ; ;3; ; ;2;1;1;1;5;11;1;2;11;04;13;2277,11064631851
3450787;1;4;1;10;4;2;1;3;2000;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;04;13;2277,11064631851
3450788;1;1;1;10;1;1;1;11;1955;58;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1577,2120602773
3450788;1;2;1;10;2;2;1;11;1965;48;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;04;13;1577,2120602773
3450788;1;3;1;10;3;2;1;4;1982;32;3;4;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;04;13;1577,2120602773
3450788;1;4;1;10;4;2;1;5;2007;6;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;13;1577,2120602773
3450788;1;5;1;10;2;1;1;12;2004;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;04;13;1577,2120602773
3450789;1;1;1;10;1;2;1;7;1970;43;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;13;1921,43298982053
3450789;1;2;1;10;2;1;1;11;1992;21;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;1921,43298982053
3450789;1;3;1;10;3;1;1;6;1995;18;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;04;13;1921,43298982053
3450789;1;4;1;10;4;1;1;2;1998;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;04;13;1921,43298982053
3450789;1;5;1;10;5;2;1;1;2000;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;04;13;1921,43298982053
3450790;1;1;1;10;1;1;1;10;1967;46;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;13;2548,68648304481
3450790;1;2;1;10;2;2;1;4;1973;41;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;13;2548,68648304481
3450790;1;3;1;10;3;1;1;4;1990;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;04;13;2548,68648304481
3450790;1;4;1;10;4;2;1;5;1993;20;3;6;1; ; ;3; ; ;2;1;1;1;5;11;3;2;11;04;13;2548,68648304481
3453430;1;1;1;10;1;1;1;7;1943;70;1;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;04;68;1298,99820043791
3453431;1;1;1;10;1;1;1;12;1935;78;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;04;68;1298,99820043791
3453432;1;1;1;10;1;2;1;9;1946;67;1;5;2;2; ; ; ; ;1;1;2; ;3;3; ;2;3;04;68;1175,28463133408
3453432;1;2;1;10;2;1;1;4;1978;36;3;6;2;2; ; ; ; ;1;1;2; ;3;5; ;2;5;04;68;1175,28463133408
3453433;1;1;1;10;1;1;1;4;1958;56;1;6;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;04;68;1076,96630209435
3453433;1;2;1;10;2;2;1;10;1951;62;5;6;2;2; ; ; ; ;2;2;2; ;3;1; ;2;1;04;68;1076,96630209435
3453434;1;1;1;10;1;1;1;2;1981;33;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;68;1944,13263948877
3453434;1;2;1;10;2;2;1;5;1986;27;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;68;1944,13263948877
3453434;1;3;1;10;3;1;1;1;2005;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;68;1944,13263948877
3453434;1;4;1;10;4;1;1;11;2006;7;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;04;68;1944,13263948877
3453434;1;5;1;10;2;1;1;5;2013;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;68;1944,13263948877
3453435;1;1;1;10;1;1;1;4;1975;39;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;68;1390,54863040086
3453435;1;2;1;10;2;2;1;6;1973;40;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;04;68;1390,54863040086
3453435;1;3;1;10;3;2;1;4;2012;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;68;1390,54863040086
3453436;1;1;1;10;1;1;1;7;1969;44;1;2;1; ; ;1;1;24640;2;1;2; ;3;2; ;2;2;04;68;2124,00693294953
3453436;1;2;1;10;2;2;1;11;1976;37;2;2;1; ; ;1;5; ;2;1;1;1;3;5; ;2;5;04;68;2124,00693294953
3453436;1;3;1;10;3;1;1;5;1996;17;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;2;7;04;68;2124,00693294953
3453436;1;4;1;10;4;1;1;7;1998;15;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ;2;3;04;68;2124,00693294953
3453436;1;5;1;10;2;2;1;4;2005;9;3; ;1; ; ;1;5; ;1;1;1;1;3;2; ;2;2;04;68;2124,00693294953
3453436;1;6;1;10;2;2;1;3;2007;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;2;1;04;68;2124,00693294953
3453437;1;1;1;10;1;1;1;5;1986;27;1;2;1; ; ;1;1;24500;2;1;2; ;5;11;2;2;11;04;68;1277,95736097178
