Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3385235;1;1;1;10;1;1;1;2;1961;52;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01;17;1665,58248699412
3385235;1;2;1;10;2;2;1;2;1974;39;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01;17;1665,58248699412
3385235;1;3;1;10;3;1;1;3;1997;16;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01;17;1665,58248699412
3385235;1;4;1;10;2;1;1;4;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01;17;1665,58248699412
3385235;1;5;1;10;2;2;1;1;2002;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01;17;1665,58248699412
3385235;1;6;1;10;2;2;1;6;2004;9;3; ;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01;17;1665,58248699412
3385235;1;7;1;10;2;1;1;8;2006;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01;17;1665,58248699412
3385235;1;8;1;10;2;2;1;7;2009;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01;17;1665,58248699412
3385235;1;9;1;10;9;2;1;9;1995;18;3;4;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01;17;1665,58248699412
3385235;1;10;1;10;9;1;1;7;2011;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01;17;1665,58248699412
3385236;1;1;1;10;1;1;1;10;1980;33;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01;17;1476,57581976676
3385236;1;2;1;10;2;2;1;3;1984;29;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01;17;1476,57581976676
3385236;1;3;1;10;2;2;1;11;2001;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01;17;1476,57581976676
3385236;1;4;1;10;2;2;1;8;2003;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01;17;1476,57581976676
3385236;1;5;1;10;2;1;1;11;2004;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01;17;1476,57581976676
3385236;1;6;1;10;2;1;1;7;2012;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01;17;1476,57581976676
3385237;1;1;1;10;1;1;1;9;1968;45;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01;17;1734,28439696124
3385237;1;2;1;10;3;1;1;6;2002;11;3;6;2;1;48; ; ; ;2;1;1;1;4;0; ;2;5;01;17;1734,28439696124
3385237;1;3;1;10;3;2;1;7;1939;74;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01;17;1734,28439696124
3385238;1;1;1;10;1;1;1;9;1954;59;1;2;1; ; ;1;4; ;2;1;2; ;3;2; ;2;2;01;17;968,484269442521
3385238;1;2;1;10;2;2;1;8;1962;51;2;2;2;1;5; ; ; ;2;1;2; ;3;3; ;2;3;01;17;968,484269442521
3385238;1;3;1;10;2;1;1;11;2001;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;2;5;01;17;968,484269442521
3385239;1;1;1;10;1;2;1;7;1994;19;1;4;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01;17;1302,96600127598
3385240;1;1;1;10;1;1;1;5;1968;45;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01;17;1421,71302770161
