Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3272607;1;1;1;10;1;1;1;11;1965;47;1;3;2;1;18; ; ; ;2;1;2; ;3;4; ;2;4;08;63;560,290465841498
3272607;1;2;1;10;2;2;1;8;1970;42;2;3;2;1;18; ; ; ;2;1;2; ;4;7; ;2;7;08;63;560,290465841498
3272607;1;3;1;10;3;1;1;6;1987;26;3;6;2;1;18; ; ; ;2;1;2; ;5;11;2;2;11;08;63;560,290465841498
3272607;1;4;1;10;2;2;1;9;2001;11;3;6;2;1;18; ; ; ;2;1;1;1;4;0; ;2;5;08;63;560,290465841498
3272609;1;1;1;10;1;1;1;3;1951;62;1;3;2;1;24; ; ; ;2;1;2; ;4;6; ;2;6;08;63;346,588451972141
3272609;1;2;1;10;2;2;1;5;1960;53;2;3;2;1;18; ; ; ;2;1;2; ;3;5; ;2;5;08;63;346,588451972141
3272610;1;1;1;10;1;1;1;8;1994;19;1;1;2;1;5; ; ; ;2;1;2; ;3;5; ;2;5;08;63;970,37783040016
3272610;1;2;1;10;2;2;1;3;1998;15;2;1;2;1;5; ; ; ;2;1;1;1;4;6; ;2;6;08;63;970,37783040016
3272610;1;3;1;10;3;2;1;2;1978;35;5;2;2;1;5; ; ; ;2;2;2; ;1;0; ;2;0;08;63;970,37783040016
3272610;1;4;1;10;3;1;1;1;2003;10;5;6;2;1;5; ; ; ;2;1;1;1;3;3; ;2;3;08;63;970,37783040016
3272610;1;5;1;10;3;2;1;12;2004;8;5; ;2;1;5; ; ; ;2;1;1;1;3;2; ;2;2;08;63;970,37783040016
3272611;1;1;1;10;1;1;1;7;1982;31;1;2;2;1;12; ; ; ;1;1;2; ;3;1; ;2;1;08;63;979,788516124696
3272611;1;2;1;10;2;2;1;8;1991;21;2;2;2;1;12; ; ; ;1;1;2; ;3;4; ;2;4;08;63;979,788516124696
3272611;1;3;1;10;2;2;1;3;2007;6;3; ;2;1;12; ; ; ;1;2;1;1;2;0; ;2;0;08;63;979,788516124696
3272611;1;4;1;10;2;1;1;7;2011;2;3; ;2;1;12; ; ; ;1; ; ; ; ; ; ;2; ;08;63;979,788516124696
3272613;1;1;1;10;1;1;1;6;1949;64;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;08;63;593,804756141806
3272613;1;2;1;10;2;2;1;9;1957;55;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;08;63;593,804756141806
3272613;1;3;1;10;3;2;1;9;1995;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;08;63;593,804756141806
